url;country;date;Zustand;Verfügbarkeit;HU Prüfung;HU/AU neu;Garantie;Scheckheftgepflegt;Nichtraucherfahrzeug;Marke;Modell;Angebotsnummer;Erstzulassung;Außenfarbe;Lackierung;Farbe laut Hersteller;Innenausstattung;Karosserieform;Anzahl Türen;Sitzplätze;Schlüsselnummer;Länderversion;Getriebeart;Gänge;Hubraum;Zylinder;Leergewicht;Antriebsart;Kraftstoff;Andere Energieträger;"KraftstoffverbrauchWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist.";"CO2-EmissionenWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist.";Schadstoffklasse;Feinstaubplakette;haendler;privat;ort;price;ausstattung_liste;Fahrzeughalter;Marke, Modell;Leistung;Kilometerstand;Getriebe;Kraftstoffverbr.*;Verkäufer;Ausstattung;Region;Serviceleistungen;Spezielle Umbauten;Modellvarianten;Bilder;Fahrzeugbeschreibung;"StromverbrauchWeitere Informationen zum offiziellen Kraftstoffverbrauch und den offiziellen spezifischen CO2-Emissionen neuer Personenkraftwagen können dem ""Leitfaden über den Kraftstoffverbrauch, die CO2-Emissionen und den Stromverbrauch neuer Personenkraftwagen"" entnommen werden, der an allen Verkaufsstellen und bei der Deutschen Automobil Treuhand GmbH unter www.dat.de unentgeltlich erhältlich ist.";Letzter Kundendienst
/angebote/fiat-500-s-lim-69000-km-sehr-gepflegt-klima-benzin-grau-15a2c4f2-979c-403a-9c0f-00eae3d1a409?;Deutschland;2020-10-19 18:03:23.368304;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf Mängel. Generell gehen wir bei allen Angeboten von einem guten Fahrzeug-Zustand aus.;;05/2022;Ja;12 Monate;;;Fiat;500;;2014;Grau;Metallic;COLORE ESTERNO (GRIGIO TROFEO);;Kleinwagen;3;4;4136/AJB;Deutsche Ausführung;Schaltgetriebe;5;1.242 cm³;4;940 kg;;Benzin;;5,1 l/100 km (komb)6,4 l/100 km (innerorts)4,3 l/100 km (außerorts);121 g CO2/km (komb);Euro 6;;True;False;84478 Waldkraiburg;6900;['', 'ABS', 'Airbag hinten', 'Alufelgen', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Isofix', 'Klimaanlage', 'Komfort', 'Kopfairbag', 'Lederlenkrad', 'MP3', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Pannenkit', 'Radio', 'Raucherpaket', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Spoiler', 'Sportpaket', 'Sportsitze', 'Sprachsteuerung', 'Tagfahrlicht', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];1;Fiat 500;51 kW / 69 PS;69.000 km;Schaltgetriebe;5.1 l/100 km (komb);Händler;37 Ausstattungsmerkmale;Tipp:Regionale Angebots- und Nachfrageunterschiede können den Preis beeinflussen.;Tipp:Erkundige dich beim Verkäufer nach zusätzlichen Services oder Garantien, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Prüfe das Fahrzeug bei der Besichtigung auf spezielle Umbauten, die unter Umständen einen höheren Preis rechtfertigen.;Tipp:Spezielle Ausstattungspakete, Modellvarianten und Sportversionen fließen aktuell nicht in die Bewertung ein.;Tipp:Inseratsbilder werden nicht in die Preisbewertung mit einbezogen, da eine zuverlässige Auswertung nicht möglich ist.;Tipp:Die Beschreibung des Fahrzeugs fließt nicht in die Bewertung ein, da eine zuverlässige Auswertung nicht möglich ist.;;
/angebote/honda-accord-tourer-2-2i-dtec-elegance-diesel-grau-2504292d-2472-4a7e-abc0-288f32dd9712?;Oesterreich;2020-10-19 18:03:26.375456;Gebraucht;;;;;;;Honda;Accord;;2008;Grau;Metallic;;Vollleder;Kombi;5;5;;;Schaltgetriebe;6;2.199 cm³;4;1.629 kg;;Diesel;;5,9 l/100 km (komb)7,5 l/100 km (innerorts)4,9 l/100 km (außerorts);155 g CO2/km (komb);Euro 4;;True;False;4614 Marchtrenk;4699;['', 'ABS', 'Alarmanlage', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'CD', 'Dachreling', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Innenspiegel automatisch abblendend', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Lordosenstütze', 'MP3', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Seitenairbag', 'Sicherheit', 'Sitzheizung', 'Tempomat', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'teilb. Rücksitzbank'];2;;;;;;;;;;;;;;;
/angebote/mercedes-benz-a-200-benzin-grau-8d39168a-1131-428f-94e1-183cd7b27ef1?;Oesterreich;2020-10-19 18:03:26.377259;Gebraucht;;;;;;;Mercedes-Benz;A 200;20GZ111;2018;Grau;Metallic;mountaingrau metallic;Schwarz;Kleinwagen;5;5;;;Automatik;7;1.323 cm³;4;1.355 kg;Front;Benzin;;5,3 l/100 km (komb);123 g CO2/km (komb);;;True;False;1220 Wien;26990;['', 'Alufelgen', 'Anhängerkupplung', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Elektrische Seitenspiegel', 'Extras', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Scheinwerfer', 'Lordosenstütze', 'Navigationssystem', 'Notrufsystem', 'Regensensor', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Seitenairbag', 'Sicherheit', 'Sitzheizung', 'Sportpaket', 'Spurhalteassistent', 'Tempomat'];;;;;;;;;;;;;;;;
/angebote/mercedes-benz-e-320-elegance-cdi-aut-diesel-grau-571608b2-f72b-6145-e053-0100007fd0b1?;Oesterreich;2020-10-19 18:03:26.380660;Gebraucht;;;;;;;Mercedes-Benz;E 320;;2003;Grau;;;;Limousine;4;5;;;Halbautomatik;5;3.222 cm³;6;1.735 kg;;Diesel;;6,9 l/100 km (komb)9,4 l/100 km (innerorts)5,4 l/100 km (außerorts);183 g CO2/km (komb);Euro 3;;False;True;4030 linz;1900;['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Innenspiegel automatisch abblendend', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Lordosenstütze', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Seitenairbag', 'Sicherheit', 'Tempomat', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];;;;;;;;;;;;;;;;
/angebote/audi-a6-1-8-benzin-weiss-552009b2-fab7-562e-e053-0100007fc6dd?;Oesterreich;2020-10-19 18:03:26.380547;Gebraucht;;;;;;;Audi;A6;;1996;Weiß;;;;Limousine;4;5;;;Schaltgetriebe;5;1.781 cm³;4;1.385 kg;;Benzin;;9,3 l/100 km (komb)12,7 l/100 km (innerorts)7,3 l/100 km (außerorts);220 g CO2/km (komb);;;False;True;9451 Preitenegg;1800;['', 'ABS', 'Beifahrerairbag', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Fahrerairbag', 'Komfort', 'Servolenkung', 'Sicherheit', 'Wegfahrsperre', 'Zentralverriegelung'];;;;;;;;;;;;;;;;
/angebote/volkswagen-beetle-1-6-tdi-diesel-schwarz-ee2009b2-da14-972d-e053-0100007f02b5?;Oesterreich;2020-10-19 18:03:26.383161;Gebraucht;;08/2021;;;;;Volkswagen;Beetle;;2012;Schwarz;Metallic;;;Limousine;2;4;;;Schaltgetriebe;5;1.598 cm³;4;1.274 kg;;Diesel (Rußpartikelfilter);;4,5 l/100 km (komb);119 g CO2/km (komb);Euro 5;;False;True;3163 Rohrbach;6900;['', 'ABS', 'Alufelgen', 'Beifahrerairbag', 'Berganfahrassistent', 'Bordcomputer', 'CD', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Komfort', 'MP3', 'Radio', 'Seitenairbag', 'Sicherheit', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];2;;;;;;;;;;;;;;;09/2020
/angebote/maserati-levante-levante-s-q4-benzin-blau-500212a3-b568-468f-9960-acf128d0714e?;Oesterreich;2020-10-19 18:03:26.398238;Gebraucht;;;;;;;Maserati;Levante;19GM234;2016;Blau;Metallic;Blau Metallic;Vollleder, Braun;SUV/Geländewagen/Pickup;5;5;;;Automatik;8;2.979 cm³;6;2.164 kg;Allrad;Benzin;;;253 g CO2/km (komb);;;True;False;2345 Brunn am Gebirge;59990;['', 'ABS', 'Allrad', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Heckklappe', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lichtsensor', 'Navigationssystem', 'Nebelscheinwerfer', 'Regensensor', 'Schaltwippen', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Tempomat', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung mit Funkfernbedienung'];;;;;;;;;;;;;;;;
/angebote/mercedes-benz-e-200-d-t-modell-diesel-grau-59474d24-e2ba-436e-b0b7-3b0207ecc0df?;Oesterreich;2020-10-19 18:03:26.392032;Vorführfahrzeug;;;;;;;Mercedes-Benz;E 200;20VD048;2020;Grau;Metallic;graphitgrau metallic;Stoff, Schwarz;Kombi;5;5;;;Automatik;9;1.598 cm³;4;1.835 kg;Heck;Diesel;;4,7 l/100 km (komb);124 g CO2/km (komb);;;True;False;1220 Wien;49990;['', 'Alufelgen', 'Bluetooth', 'DAB-Radio', 'Dachreling', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Elektrische Seitenspiegel', 'Extras', 'Getönte Scheiben', 'Isofix', 'Klimaanlage', 'Komfort', 'Lederlenkrad', 'Lordosenstütze', 'Navigationssystem', 'Notrufsystem', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Seitenairbag', 'Sicherheit', 'Sitzheizung', 'Sportpaket', 'Totwinkel-Assistent', 'Unterhaltung/Media', 'Verkehrszeichenerkennung'];;;;;;;;;;;;;;;;
/angebote/opel-karl-1-0-ecotec-cosmo-eco-paket-benzin-weiss-94f61a3b-23b8-41ca-9acd-82ce4f5a1c7a?;Oesterreich;2020-10-19 18:03:26.374772;Gebraucht;;;;;;;Opel;Karl;;2016;Weiß;;;Teilleder, Schwarz;Limousine;5;4;;;Schaltgetriebe;5;999 cm³;3;939 kg;Front;Benzin;;4,3 l/100 km (komb)5,4 l/100 km (innerorts)3,7 l/100 km (außerorts);99 g CO2/km (komb);Euro 6;;True;False;4782 St. Florian am Inn;7100;['', 'ABS', 'Airbag hinten', 'Alufelgen', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'ESP', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Getönte Scheiben', 'Isofix', 'Katalysator', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'Lederlenkrad', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Spoiler', 'Spurhalteassistent', 'Tagfahrlicht', 'Tempomat', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'W-Lan / Wifi Hotspot', 'Wegfahrsperre', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];;;;;;;;;;;;;;;;
/angebote/mercedes-benz-a-180-edition-classic-sport-cdi-diesel-schwarz-03eb569b-c286-4d7a-83b5-29527d9ea4c3?;Oesterreich;2020-10-19 18:03:26.376255;Gebraucht;;;;;;;Mercedes-Benz;A 180;;2005;Schwarz;Metallic;;Stoff;Limousine;5;5;;;Schaltgetriebe;6;1.991 cm³;4;1.345 kg;;Diesel;;5,7 l/100 km (komb)7,4 l/100 km (innerorts)4,7 l/100 km (außerorts);149 g CO2/km (komb);Euro 4;;True;False;4614 Marchtrenk;1999;['', 'ABS', 'Alufelgen', 'Beifahrerairbag', 'CD', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Komfort', 'Lederlenkrad', 'Multifunktionslenkrad', 'Seitenairbag', 'Sicherheit', 'Sportfahrwerk', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'teilb. Rücksitzbank'];2;;;;;;;;;;;;;;;
/angebote/fiat-ducato-14-3200-3-2t-2-8-i-d-td-diesel-weiss-2655868c-5b7d-4bd7-a227-b0aee1fd65b6?;Oesterreich;2020-10-19 18:03:26.378436;Gebraucht;;;;;;;Fiat;Ducato;;1999;Weiß;;;Stoff, Sonstige;Kombi;5;3;;;Schaltgetriebe;5;2.800 cm³;4;1.920 kg;Front;Diesel;;10 l/100 km (komb)12,9 l/100 km (innerorts)8,3 l/100 km (außerorts);266 g CO2/km (komb);;;True;False;3363 Neufurth/Amstetten;1490;['', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Komfort', 'Radio', 'Schiebetür rechts', 'Servolenkung', 'Sicherheit', 'Sommerreifen', 'Stahlfelgen', 'Unterhaltung/Media', 'Wegfahrsperre'];5;;;;;;;;;;;;;;;
/angebote/mercedes-benz-c-220-elegance-cdi-aut-nur-79-000-km-1-besitz-diesel-blau-a90486da-11e5-48aa-8a91-1ef3ff815bf7?;Oesterreich;2020-10-19 18:03:26.395447;Gebraucht;;;;;;;Mercedes-Benz;C 220;;2001;Blau;Metallic;;Vollleder, Schwarz;Limousine;4;5;;Österreich;Automatik;5;2.148 cm³;4;1.520 kg;Heck;Diesel;;6,7 l/100 km (komb)9,4 l/100 km (innerorts)5,1 l/100 km (außerorts);177 g CO2/km (komb);;;True;False;5023 Salzburg;2990;['', 'ABS', 'Airbag hinten', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Bordcomputer', 'CD', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Reserverad', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Sommerreifen', 'Tempomat', 'Unterhaltung/Media', 'Wegfahrsperre', 'Winterreifen', 'Zentralverriegelung mit Funkfernbedienung'];1;;;;;;;;;;;;;;;
/angebote/peugeot-508-sw-2-0-bluehdi-180-allure-aut-mega-ausstattung-diesel-silber-1f5abce2-c389-4c0f-a0fe-0873dc358a7c?;Oesterreich;2020-10-19 18:03:26.392543;Gebraucht;;;;;;;Peugeot;508;;2015;Silber;Metallic;Polarsilbermet.;Vollleder, Beige;Kombi;5;5;;Österreich;Automatik;6;1.997 cm³;4;1.685 kg;Front;Diesel;;4,2 l/100 km (komb);110 g CO2/km (komb);Euro 6;;True;False;1100 Wien;10775;['', 'ABS', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bordcomputer', 'Dachreling', 'ESP', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Elektrische Sitze', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Getönte Scheiben', 'Innenspiegel automatisch abblendend', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Lordosenstütze', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Panoramadach', 'Radio', 'Regensensor', 'Schaltwippen', 'Schiebedach', 'Schlüssellose Zentralverriegelung', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Skisack', 'Soundsystem', 'Sportpaket', 'Sportsitze', 'Spurhalteassistent', 'Tagfahrlicht', 'Tempomat', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Xenonscheinwerfer', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];1;;;;;;;;;;;;;;;
/angebote/nissan-qashqai-i-way-1-6-dci-diesel-weiss-c4b25b94-85b8-42e3-b3f1-e1161e2108a1?;Oesterreich;2020-10-19 18:03:26.394588;Gebraucht;;02/2021;Ja;;;;Nissan;Qashqai;16 (185620);2012;Weiß;Metallic;WHITE (S);Stoff, Schwarz;SUV/Geländewagen/Pickup;5;5;;Österreich;Schaltgetriebe;6;1.598 cm³;4;1.529 kg;Front;Diesel;;4,9 l/100 km (komb)6,3 l/100 km (innerorts)4,1 l/100 km (außerorts);130 g CO2/km (komb);Euro 5;;True;False;2201 Gerasdorf / Föhrenhain bei Wien;9200;['', 'ABS', 'Alufelgen', 'Armlehne', 'Beheizbare Frontscheibe', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'CD', 'Dachreling', 'ESP', 'Einparkhilfe Kamera', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Geschwindigkeits-begrenzungsanlage', 'Getönte Scheiben', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'Lederlenkrad', 'Lordosenstütze', 'MP3', 'Multifunktionslenkrad', 'Navigationssystem', 'Nebelscheinwerfer', 'Panoramadach', 'Radio', 'Regensensor', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sommerreifen', 'Tagfahrlicht', 'Tempomat', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];1;;;;;;;;;;;;;;;09/2020
/angebote/citroen-c4-picasso-vti-120-jubilaeums-collection-pickerl-neu-benzin-weiss-b0d27344-9389-43a8-8a18-08cb6eb1e3a0?;Oesterreich;2020-10-19 18:03:26.390008;Gebraucht;;;;;;;Citroen;C4 Picasso;;2012;Weiß;Metallic;Alpineweiß;Stoff, Schwarz;Van/Kleinbus;5;5;;Österreich;Schaltgetriebe;5;1.598 cm³;4;1.530 kg;Front;Benzin;;6,9 l/100 km (komb)9,3 l/100 km (innerorts)5,4 l/100 km (außerorts);159 g CO2/km (komb);Euro 5;;True;False;1100 Wien;4995;['', 'ABS', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bordcomputer', 'CD', 'ESP', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Getönte Scheiben', 'Isofix', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'MP3', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Reserverad', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Tagfahrlicht', 'Tempomat', 'Traktionskontrolle', 'Unterhaltung/Media', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];;;;;;;;;;;;;;;;10/2020
/angebote/mercedes-benz-a-180-d-diesel-weiss-d42d04d8-2a53-4aaf-9dd2-3c45366ac4fd?;Oesterreich;2020-10-19 18:03:26.385352;Gebraucht;;;;;;;Mercedes-Benz;A 180;19MV098;2020;Weiß;Standardlackierung;polarweiß;Teilleder, Schwarz;Kleinwagen;5;5;;;Automatik;7;1.461 cm³;4;1.445 kg;Front;Diesel (Rußpartikelfilter);;3,9 l/100 km (komb);103 g CO2/km (komb);;;True;False;1100 Wien;30166;['', 'Bluetooth', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Elektrische Seitenspiegel', 'Komfort', 'Lordosenstütze', 'Regensensor', 'Sicherheit', 'Spurhalteassistent', 'Tempomat', 'Unterhaltung/Media'];;;;;;;;;;;;;;;;
/angebote/fiat-panda-firefly-hybrid-70-launch-edition-benzin-gruen-0df50b99-d5d8-40d8-86e6-01e03ec71287?;Oesterreich;2020-10-19 18:03:26.394158;Vorführfahrzeug;;;;;;;Fiat;Panda;;2020;Grün;Metallic;Rugiada Grün;Stoff, Sonstige;Limousine;5;4;;Österreich;Schaltgetriebe;6;999 cm³;4;960 kg;;Benzin;;;;Euro 6d-TEMP;;True;False;4550 Kremsmünster;13800;['', 'ABS', 'Android Auto', 'Beheizbare Frontscheibe', 'Beifahrerairbag', 'Berganfahrassistent', 'Bluetooth', 'Bordcomputer', 'Dachreling', 'ESP', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Freisprecheinrichtung', 'Getönte Scheiben', 'Katalysator', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Lederlenkrad', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Seitenairbag', 'Sicherheit', 'Sprachsteuerung', 'Stahlfelgen', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];1;;;;;;;;;;;;;;;
/angebote/hyundai-i20-1-25-level-3-top-ausstattung-benzin-blau-d72bf09b-230c-4e36-8af2-93343aad349c?;Oesterreich;2020-10-19 18:03:26.391350;Gebraucht;;01/2022;;;;;Hyundai;i20;2022050489;2019;Blau;Metallic;blau;Stoff;Limousine;5;5;;;Schaltgetriebe;5;1.248 cm³;;980 kg;Front;Benzin;;5,2 l/100 km (komb)6,4 l/100 km (innerorts)4,4 l/100 km (außerorts);118 g CO2/km (komb);;;True;False;3180 Lilienfeld;10990;['', 'ABS', 'Alarmanlage', 'Beifahrerairbag', 'Bluetooth', 'Bordcomputer', 'ESP', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Einparkhilfe Sensoren hinten', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Fahrerairbag', 'Freisprecheinrichtung', 'Isofix', 'Klimaanlage', 'Komfort', 'Kurvenlicht', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Radio', 'Regensensor', 'Reifendruckkontrollsystem', 'Seitenairbag', 'Servolenkung', 'Sicherheit', 'Sitzheizung', 'Spurhalteassistent', 'Start/Stop-Automatik', 'Tagfahrlicht', 'Tempomat', 'Traktionskontrolle', 'USB', 'Unterhaltung/Media', 'Wegfahrsperre', 'Zentralverriegelung'];1;;;;;;;;;;;;;;;
/angebote/volkswagen-touareg-v6-tdi-bmt-4motion-aut-2-besitz-diesel-grau-c33bbf47-dd00-41bf-a8d0-692fbf5965b6?;Oesterreich;2020-10-19 18:03:26.396983;Gebraucht;;;;;;;Volkswagen;Touareg;;2013;Grau;Metallic;;Vollleder, Schwarz;SUV/Geländewagen/Pickup;5;5;;;Automatik;8;2.967 cm³;6;2.179 kg;Allrad;Diesel;;7 l/100 km (komb);184 g CO2/km (komb);Euro 5;;True;False;4400 Steyr;18999;['', 'ABS', 'Allrad', 'Alufelgen', 'Armlehne', 'Beifahrerairbag', 'Berganfahrassistent', 'Bi-Xenon Scheinwerfer', 'Bordcomputer', 'CD', 'ESP', 'Einparkhilfe Sensoren hinten', 'Einparkhilfe Sensoren vorne', 'Elektr. Fensterheber', 'Elektrische Seitenspiegel', 'Extras', 'Fahrerairbag', 'Getönte Scheiben', 'Innenspiegel automatisch abblendend', 'Isofix', 'Katalysator', 'Klimaanlage', 'Klimaautomatik', 'Komfort', 'Kopfairbag', 'LED-Tagfahrlicht', 'Lederlenkrad', 'Lichtsensor', 'MP3', 'Multifunktionslenkrad', 'Nebelscheinwerfer', 'Notrad', 'Radio', 'Regensensor', 'Reserverad', 'Scheinwerferreinigung', 'Seitenairbag', 'Sicherheit', 'Sitzheizung', 'Skisack', 'Tempomat', 'Traktionskontrolle', 'Unterhaltung/Media', 'Wegfahrsperre', 'Winterreifen', 'Xenonscheinwerfer', 'Zentralverriegelung', 'Zentralverriegelung mit Funkfernbedienung', 'teilb. Rücksitzbank'];2;;;;;;;;;;;;;;;
/angebote/mercedes-benz-c-220-d-coupe-diesel-rot-cf6383d3-74d1-42b3-a8a2-376b468d7bf8?;Oesterreich;2020-10-19 18:03:26.392293;Vorführfahrzeug;;;;;;;Mercedes-Benz;C 220;20VD008;2020;Rot;Metallic;designo hyazinthrot metallic;Sonstige;Coupé;2;4;;;Automatik;9;1.950 cm³;4;1.650 kg;Heck;Diesel (Rußpartikelfilter);;4,9 l/100 km (komb);130 g CO2/km (komb);;;True;False;1220 Wien;46990;['', 'Alufelgen', 'Bluetooth', 'Einparkhilfe', 'Einparkhilfe Kamera', 'Elektrische Seitenspiegel', 'Extras', 'Getönte Scheiben', 'Isofix', 'Klimaanlage', 'Komfort', 'Lederlenkrad', 'Lordosenstütze', 'Navigationssystem', 'Notrufsystem', 'Panoramadach', 'Regensensor', 'Reifendruckkontrollsystem', 'Schaltwippen', 'Seitenairbag', 'Sicherheit', 'Sitzheizung', 'Sportpaket', 'Spurhalteassistent', 'Tempomat', 'Totwinkel-Assistent', 'Unterhaltung/Media'];;;;;;;;;;;;;;;;
/angebote/nissan-micra-nissan-ig-t-5mt-100-benzin-blau-35fba27b-cdf5-407c-92fd-69c86bab680c?;Oesterreich;2020-10-19 18:03:26.387828;Neu;;;;60 Monate;;;Nissan;Micra;1-22299;;Blau;;(RQG) Blue Foudre;Stoff;Kleinwagen;;;;Österreich;Schaltgetriebe;5;;;;;Normal/Benzin 91;;;126 g CO2/km (komb);;;True;False;2115 Ernstbrunn;13990;[];;;;;;;;;;;;;;;;
